#TUCAN Gradiometer B-field Measurements
#
#Scan freq: 5000 Hz
#Sample freq: 8.33 Hz
#Range of Fluxgate: 500 μ T
#Fluxgate 1 Serial No. 523
#	 x-offset: 0.5896 ± 0.0015 μ T
#	 y-offset: 0.5861 ± 0.0007 μ T
#	 z-offset: 0.4189 ± 0.0007 μ T
#Date: 2023-01-10 13:47:09.065110
#Start Time: 2023-01-10 13:44:03.010861
#End Time: 2023-01-10 13:46:59.452913
#Experimenters: Emma
#Comments: Square wave coil on, F=0.1Hz, Vpp= 5V, duty=50%, 21,5 ohm resistor in series, FG might have offset?
# 
Time,Bx (μ T),By (μ T),Bz (μ T)
2023-01-10 13:45:39.204377,20.051242972717773,-17.191830974125537,30.79664280963425
2023-01-10 13:45:39.620150,20.051716950832088,-17.192462843896124,30.799091696558207
2023-01-10 13:45:40.037661,20.04966304567006,-17.197043899732876,30.808413266139723
2023-01-10 13:45:40.454071,20.046345198869858,-17.19096215319098,30.804384452168048
2023-01-10 13:45:40.892449,20.050847990955845,-17.19356861599465,30.80272552876795
2023-01-10 13:45:41.320778,20.05242791800356,-17.196491013683612,30.799644671024907
2023-01-10 13:45:41.955366,20.051637954479702,-17.19285776250274,30.803278503234647
2023-01-10 13:45:42.380396,20.048794085793816,-17.19427946948656,30.805569397453837
2023-01-10 13:45:42.812753,20.049584049317673,-17.19593812763435,30.802488539710794
2023-01-10 13:45:43.238556,20.049584049317673,-17.191830974125537,30.801935565244094
2023-01-10 13:45:43.671245,20.046266202517472,-17.200677150913748,30.694105544237573
2023-01-10 13:45:44.102443,20.038840545393214,-17.19807068811008,30.102422864868462
2023-01-10 13:45:44.532175,20.0383665672789,-17.190409267141717,30.103765802859016
2023-01-10 13:45:44.965084,20.04373831924113,-17.19025129969907,30.094760218687043
2023-01-10 13:45:45.439918,20.04073645785047,-17.192936746224063,30.098394050896786
2023-01-10 13:45:45.874029,20.033626786135756,-17.190093332256424,30.099578996182576
2023-01-10 13:45:46.314797,20.039393519859914,-17.189224511321868,30.101316915935055
2023-01-10 13:45:46.745427,20.041210435964786,-17.191357071797597,30.102896842982773
2023-01-10 13:45:47.178568,20.04239538125057,-17.192699795060093,30.10423978097333
2023-01-10 13:45:47.609131,20.03852455998367,-17.18740788573143,30.10574071166866
2023-01-10 13:45:48.042809,20.038998538097985,-17.192936746224063,30.098552043601558
2023-01-10 13:45:48.468971,20.0405784651457,-17.193173697388033,30.104476770030487
2023-01-10 13:45:48.900972,20.04184240678387,-17.192304876453477,30.211832812922694
2023-01-10 13:45:49.369333,20.046582187927015,-17.190883169469657,30.810625164006524
2023-01-10 13:45:49.800556,20.05037401284153,-17.194674388093176,30.80643835733008
2023-01-10 13:45:50.228592,20.05614074656569,-17.18859264155128,30.805095419339523
2023-01-10 13:45:50.665002,20.05187494353686,-17.190804185748334,30.803041514177494
2023-01-10 13:45:51.091265,20.04816211497473,-17.187486869452755,30.806517353682466
2023-01-10 13:45:51.520376,20.050453009193916,-17.188908576436575,30.81291605822571
2023-01-10 13:45:51.948465,20.05298089247026,-17.19190995784686,30.804937426634748
2023-01-10 13:45:52.378518,20.054323830460817,-17.189224511321868,30.80525341204429
2023-01-10 13:45:52.805278,20.04966304567006,-17.192541827617447,30.80422645946328
2023-01-10 13:45:53.277654,20.048636093089044,-17.191830974125537,30.80865025519688
2023-01-10 13:45:53.708810,20.052822899765488,-17.19119910435495,30.693710562475644
2023-01-10 13:45:54.140391,20.0361546694121,-17.191751990404214,30.104950748144805
2023-01-10 13:45:54.566272,20.0333897970786,-17.190646218305687,30.103291824744698
2023-01-10 13:45:55.012321,20.03299481531667,-17.192462843896124,30.10463476273526
2023-01-10 13:45:55.453535,20.040341476088543,-17.193252681109357,30.10155390499222
